Driver,Team,Year,Event,CircuitName,TrackLength_m,NumCorners,CornerDensity,GapToPole,TeamYearStrength,DriverSkillDelta,DriverCircuitAffinity,TyreConditionScore,CompoundPenalty,TyreLifePenalty,WeatherGripPenalty,TrackTempPenalty,RainfallPenalty,TrackTemp,Humidity,IsStreetCircuit,SpeedClassNum,NormTrackLength,NormNumCorners,NormCornerDensity,Altitude_m,DRSZones,CircuitArchetype,QualiSegmentNum,S1_share,S2_share,S3_share,LapTime_sec,PoleLapTime,Compound,TyreLife,QualiSegment
ALB,RB,2019,Monaco Grand Prix,Monaco,2982.89347053333,19.0,0.0063696542259026,1.2630000000000052,1.8175000000000026,0.09000000000000341,1.228500000000004,0.15000000000000002,0.0,0.15000000000000002,0.06949999999999999,0.0,0.0,41.5,63.9,1,0,-2.3848804273745277,0.6316415379950423,3.5000710878223424,10.0,1.0,Street-Slow,3,0.26332442005347967,0.47199316804099173,0.26468241190552855,71.429,70.166,SOFT,4.0,Q3
ALB,RB,2019,Spanish Grand Prix,Barcelona-Catalunya,4348.990357163425,16.0,0.003679014825509,2.0389999999999873,1.8175000000000026,0.09000000000000341,1.3024999999999949,0.05,0.0,0.05,0.12099999999999995,0.08599999999999995,0.0,35.7,57.0,0,1,-0.7232901430454965,-0.1931313249450013,0.28982074233246696,110.0,1.0,Permanent-Medium,2,0.28143844018335595,0.37188972819420235,0.34667183162244175,77.445,75.406,SOFT,2.0,Q2
ALB,Red Bull Racing,2019,Abu Dhabi Grand Prix,Yas Marina,5333.449274375974,21.0,0.0039374144047628,0.9030000000000058,0.7139999999999986,0.09000000000000341,1.3024999999999949,0.05,0.0,0.05,0.3175,0.23399999999999999,0.0,28.3,66.7,0,1,0.4741120237924506,1.1814901132884046,0.59812193588988,10.0,2.0,Permanent-Medium,3,0.17833030246023288,0.42789657406826787,0.3937731234714994,95.682,94.779,SOFT,2.0,Q3
ALB,Red Bull Racing,2019,Belgian Grand Prix,Spa-Francorchamps,6775.131165030146,19.0,0.0028043737511782,3.0090000000000003,0.7139999999999986,0.09000000000000341,1.4550000000000054,0.1,0.0,0.1,0.0,0.0,0.0,41.3,36.9,0,2,2.227636715963657,0.6316415379950423,-0.7537292817396346,300.0,2.0,Permanent-Fast,2,0.2957887953907968,0.4296869077401259,0.2745242968690774,105.528,102.519,SOFT,3.0,Q2
ALB,Red Bull Racing,2019,Brazilian Grand Prix,Interlagos,4309.0,15.0,0.0034810860988628,0.43200000000000216,0.7139999999999986,0.09000000000000341,1.3024999999999949,0.05,0.0,0.05,0.261,0.19,0.0,30.5,64.2,0,1,-0.7719306088718323,-0.4680556125916825,0.05366841251622112,800.0,2.0,Permanent-Medium,3,0.259866048428645,0.5061308603812468,0.23400309119010818,67.935,67.503,SOFT,2.0,Q3
ALB,Red Bull Racing,2019,Italian Grand Prix,Monza,5261.551646812222,11.0,0.0020906380357711,0.7139999999999986,0.7139999999999986,0.09000000000000341,1.4550000000000054,0.05,0.0,0.05,0.041999999999999996,0.03,0.0,38.5,52.4,0,2,0.38666258986472024,-1.5677527631784072,-1.6053002230701332,120.0,2.0,Permanent-Fast,3,0.3382737031529224,0.3319253695904826,0.32980092725659516,80.021,79.307,SOFT,2.0,Q3
ALB,Red Bull Racing,2019,Japanese Grand Prix,Suzuka,5650.500064177964,18.0,0.0031855587639248,0.7870000000000061,0.7139999999999986,0.09000000000000341,1.4550000000000054,0.05,0.0,0.05,0.09049999999999997,0.03799999999999997,0.0,38.1,60.5,0,2,0.8597424407340858,0.3567172503483611,-0.29893057527368244,50.0,2.0,Permanent-Fast,3,0.34828288807184893,0.4511502430251221,0.200566868903029,87.851,87.064,SOFT,2.0,Q3
ALB,Red Bull Racing,2019,Mexican Grand Prix,Hermanos Rodriguez,4309.0,17.0,0.0039452309120445,0.578000000000003,0.7139999999999986,0.09000000000000341,1.3024999999999949,0.05,0.0,0.05,0.162,0.14,0.0,33.0,54.4,0,1,-0.7719306088718323,0.0817929627016799,0.6074479515566137,2240.0,2.0,Permanent-Medium,3,0.35811564192417966,0.382552829988319,0.2593315280875013,75.336,74.758,SOFT,2.0,Q3
ALB,Red Bull Racing,2019,Russian Grand Prix,Sochi Autodrom,5760.2985642132535,18.0,0.0031248380269432,7.569000000000003,0.7139999999999986,0.09000000000000341,1.3024999999999949,0.05,0.0,0.05,0.23099999999999998,0.174,0.0,31.3,61.4,0,1,0.993290890099623,0.3567172503483611,-0.37137758056360215,5.0,2.0,Permanent-Medium,1,0.34740969989011766,0.32489893847596196,0.3276913616339204,99.197,91.628,SOFT,2.0,Q1
ALB,Red Bull Racing,2019,Singapore Grand Prix,Marina Bay,4956.5492831458605,23.0,0.0046403250903221,1.1940000000000026,0.7139999999999986,0.09000000000000341,1.228500000000004,0.05,0.0,0.05,0.18099999999999994,0.12599999999999995,0.0,33.7,61.0,1,0,0.01568673220387009,1.731338688581767,1.436777339075894,10.0,1.0,Street-Slow,3,0.2751331985094086,0.3851002453521676,0.3397665561384238,97.411,96.217,SOFT,2.0,Q3
ALB,Red Bull Racing,2019,United States Grand Prix,COTA,5337.916050454483,20.0,0.0037467805433727,0.5190000000000055,0.7139999999999986,0.09000000000000341,1.4550000000000054,0.05,0.0,0.05,0.28200000000000003,0.28200000000000003,0.0,25.9,24.8,0,2,0.4795449852514533,0.9065658256417235,0.37067324124127227,230.0,3.0,Permanent-Fast,3,0.2684768984743052,0.4007866188356312,0.33073648269006356,92.548,92.029,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,70th Anniversary Grand Prix,Silverstone,5729.156782444218,18.0,0.003141823602237,1.4879999999999995,0.7335000000000065,0.28999999999999204,1.4550000000000054,0.45,0.4,0.05,0.023500000000000017,0.0020000000000000287,0.0,39.9,54.3,0,2,0.9554129895418016,0.3567172503483611,-0.3511117846537936,140.0,2.0,Permanent-Fast,3,0.3200757138570208,0.40658110385263496,0.2733431822903442,86.642,85.154,MEDIUM,2.0,Q3
ALB,Red Bull Racing,2020,Abu Dhabi Grand Prix,Yas Marina,5333.449274375974,21.0,0.0039374144047628,0.32500000000000284,0.7335000000000065,0.28999999999999204,1.3024999999999949,0.05,0.0,0.05,0.313,0.25,0.0,27.5,62.6,0,1,0.4741120237924506,1.1814901132884046,0.59812193588988,10.0,2.0,Permanent-Medium,3,0.17848510531437362,0.4273995249605006,0.3941153697251258,95.571,95.246,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Austrian Grand Prix,Red Bull Ring,3999.68196710701,10.0,0.0025001987863632,0.8070000000000022,0.7335000000000065,0.28999999999999204,1.4550000000000054,0.05,0.0,0.05,0.0,0.0,0.0,49.0,34.0,0,2,-1.148155635993153,-1.8426770508250885,-1.1166459125389459,700.0,2.0,Permanent-Fast,3,0.25361591315533527,0.4428826906786308,0.30350139616603394,63.746,62.939,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Bahrain Grand Prix,Bahrain International,5006.652008539475,15.0,0.0029960140977275,1.0100000000000051,0.7335000000000065,0.28999999999999204,1.3024999999999949,0.05,0.0,0.05,0.30200000000000005,0.256,0.0,27.2,59.2,0,1,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,35.0,2.0,Permanent-Medium,3,0.31635589188209434,0.43181457733874073,0.25182953077916487,88.274,87.264,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Belgian Grand Prix,Spa-Francorchamps,6775.131165030146,19.0,0.0028043737511782,0.9410000000000025,0.7335000000000065,0.28999999999999204,1.4550000000000054,0.05,0.0,0.05,0.37,0.306,0.0,24.7,62.8,0,2,2.227636715963657,0.6316415379950423,-0.7537292817396346,300.0,2.0,Permanent-Fast,3,0.2966250134549333,0.4247746910258041,0.2786002955192626,102.193,101.252,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,British Grand Prix,Silverstone,5729.156782444218,18.0,0.003141823602237,2.2420000000000044,0.7335000000000065,0.28999999999999204,1.4550000000000054,0.05,0.0,0.05,0.024500000000000063,0.004000000000000057,0.0,39.8,54.1,0,2,0.9554129895418016,0.3567172503483611,-0.3511117846537936,140.0,2.0,Permanent-Fast,2,0.32027269050782836,0.404390779363337,0.27533653012883474,86.545,84.303,SOFT,2.0,Q2
ALB,Red Bull Racing,2020,Eifel Grand Prix,Hockenheimring,4317.957322804004,17.0,0.0039370467860392,0.7779999999999916,0.7335000000000065,0.28999999999999204,1.3024999999999949,0.05,0.0,0.05,0.4285,0.41200000000000003,0.0,19.4,53.3,0,1,-0.7610357736003405,0.0817929627016799,0.5976833233674174,100.0,2.0,Permanent-Medium,3,0.32498518251653163,0.41502899578137536,0.25998582170209306,86.047,85.269,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Emilia Romagna Grand Prix,Imola,4909.0,19.0,0.003870442045223,0.9630000000000081,0.7335000000000065,0.28999999999999204,1.3024999999999949,0.05,0.0,0.05,0.40650000000000003,0.318,0.0,24.1,67.7,0,1,-0.04214769204173995,0.6316415379950423,0.5182160070911476,37.0,1.0,Permanent-Medium,3,0.31948988896636804,0.34350694630692485,0.33700316472670705,74.572,73.609,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Hungarian Grand Prix,Hungaroring,4122.248439558155,14.0,0.0033962048152295,2.2680000000000007,0.7335000000000065,0.28999999999999204,2.114999999999995,0.05,0.0,0.05,0.37100000000000005,0.254,0.0,27.3,73.4,0,0,-0.9990774397082004,-0.7429799002383637,-0.04760497628108983,150.0,1.0,Permanent-Slow,2,0.36433995905699,0.35290233111008384,0.2827577098329261,75.715,73.447,SOFT,2.0,Q2
ALB,Red Bull Racing,2020,Italian Grand Prix,Monza,5261.551646812222,11.0,0.0020906380357711,1.1769999999999925,0.7335000000000065,0.28999999999999204,1.4550000000000054,0.05,0.0,0.05,0.0,0.0,0.0,45.3,42.0,0,2,0.38666258986472024,-1.5677527631784072,-1.6053002230701332,120.0,2.0,Permanent-Fast,3,0.33422012390087935,0.3361186051159073,0.32966127098321346,80.064,78.887,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Portuguese Grand Prix,Portimao,4653.0,15.0,0.0032237266279819,0.9450000000000074,0.7335000000000065,0.28999999999999204,1.3024999999999949,0.05,0.0,0.05,0.09,0.09,0.0,35.5,49.7,0,1,-0.3535217365559127,-0.4680556125916825,-0.25339180900199537,90.0,1.0,Permanent-Medium,3,0.2902042345403108,0.38423479867202337,0.32556096678766583,77.411,76.466,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Russian Grand Prix,Sochi Autodrom,5760.2985642132535,18.0,0.0031248380269432,1.7039999999999935,0.7335000000000065,0.28999999999999204,1.3024999999999949,0.05,0.0,0.05,0.1985,0.17600000000000002,0.0,31.2,54.5,0,1,0.993290890099623,0.3567172503483611,-0.37137758056360215,5.0,2.0,Permanent-Medium,3,0.36491484603474966,0.34515310510923786,0.28993204885601237,93.008,91.304,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Sakhir Grand Prix,Bahrain International,5006.652008539475,15.0,0.0029960140977275,0.6490000000000009,0.7335000000000065,0.28999999999999204,1.3024999999999949,0.05,0.0,0.05,0.397,0.26,0.0,27.0,77.4,0,1,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,35.0,2.0,Permanent-Medium,2,0.34944286084477844,0.3466108910524562,0.3039462481027653,54.026,53.377,SOFT,2.0,Q2
ALB,Red Bull Racing,2020,Spanish Grand Prix,Barcelona-Catalunya,4348.990357163425,16.0,0.003679014825509,1.4449999999999932,0.7335000000000065,0.28999999999999204,1.3024999999999949,0.05,0.0,0.05,0.011999999999999993,0.0,0.0,48.0,52.4,0,1,-0.7232901430454965,-0.1931313249450013,0.28982074233246696,110.0,1.0,Permanent-Medium,3,0.2814654221137494,0.3699126303080658,0.3486219475781848,77.029,75.584,SOFT,2.0,Q3
ALB,Red Bull Racing,2020,Styrian Grand Prix,Red Bull Ring,3999.68196710701,10.0,0.0025001987863632,1.188999999999993,0.7335000000000065,0.28999999999999204,1.4550000000000054,2.9,2.5,0.4,4.1025,0.41000000000000003,3.5,19.5,88.5,0,2,-1.148155635993153,-1.8426770508250885,-1.1166459125389459,700.0,2.0,Permanent-Fast,3,0.24312147214417695,0.4436428987268079,0.3132356291290151,79.014,77.825,WET,9.0,Q3
ALB,Red Bull Racing,2020,Turkish Grand Prix,Istanbul Park,5338.0,14.0,0.0026227051330086,2.6829999999999927,0.7335000000000065,0.28999999999999204,1.4550000000000054,1.75,1.5,0.25,0.7405,0.54,0.0,13.0,90.1,0,2,0.47964709349177603,-0.7429799002383637,-0.9704813831763092,130.0,1.0,Permanent-Fast,3,0.3711610893814284,0.3503549181515283,0.2784839924670433,110.448,107.765,INTERMEDIATE,6.0,Q3
ALB,Red Bull Racing,2020,Tuscan Grand Prix,Mugello,5245.0,15.0,0.0028598665395614,0.769999999999996,0.7335000000000065,0.28999999999999204,1.4550000000000054,0.05,0.0,0.05,0.0,0.0,0.0,44.9,41.0,0,2,0.36653074138311176,-0.4680556125916825,-0.6875198361136977,255.0,1.0,Permanent-Fast,3,0.35878757541428463,0.276075559185394,0.3651368654003215,75.914,75.144,SOFT,2.0,Q3
ALB,Williams,2022,Abu Dhabi Grand Prix,Yas Marina,5333.449274375974,21.0,0.0039374144047628,2.2040000000000077,2.610999999999997,-0.3442500000000024,1.3024999999999949,0.05,0.0,0.05,0.21900000000000006,0.12400000000000005,0.0,33.8,69.0,0,1,0.4741120237924506,1.1814901132884046,0.59812193588988,10.0,2.0,Permanent-Medium,1,0.20413121309341148,0.42669828427953693,0.3691705026270517,86.028,83.824,SOFT,2.0,Q1
ALB,Williams,2022,Australian Grand Prix,Albert Park,4843.53245567963,14.0,0.0028904523977295,2.26700000000001,2.610999999999997,-0.3442500000000024,1.2149999999999892,0.05,0.0,0.05,0.21,0.19,0.0,30.5,54.0,1,1,-0.12177618446144439,-0.7429799002383637,-0.6510272976721347,31.0,2.0,Street-Medium,1,0.3419354838709677,0.22545704124290258,0.43260747488612966,80.135,77.868,SOFT,2.0,Q1
ALB,Williams,2022,Austrian Grand Prix,Red Bull Ring,3999.68196710701,10.0,0.0025001987863632,1.2460000000000093,2.610999999999997,-0.3442500000000024,1.4550000000000054,0.05,0.0,0.05,0.08,0.08,0.0,36.0,35.0,0,2,-1.148155635993153,-1.8426770508250885,-1.1166459125389459,700.0,2.0,Permanent-Fast,2,0.25168352710252156,0.44366601238109626,0.30465046051638234,66.23,64.984,SOFT,2.0,Q2
ALB,Williams,2022,Azerbaijan Grand Prix,Baku City,4978.250124294395,20.0,0.0040174759203837,3.3599999999999994,2.610999999999997,-0.3442500000000024,1.6589999999999918,0.15000000000000002,0.0,0.15000000000000002,0.175,0.08,0.0,36.0,69.0,1,2,0.042081570788943895,0.9065658256417235,0.6936447726344993,28.0,2.0,Street-Fast,1,0.35264851650607815,0.404176892445497,0.24317459104842482,104.719,101.359,SOFT,4.0,Q1
ALB,Williams,2022,Bahrain Grand Prix,Bahrain International,5006.652008539475,15.0,0.0029960140977275,2.1059999999999945,2.610999999999997,-0.3442500000000024,1.3024999999999949,0.05,0.0,0.05,0.32999999999999996,0.3,0.0,25.0,56.0,0,1,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,35.0,2.0,Permanent-Medium,2,0.3190451523784857,0.4305555555555555,0.25039929206595873,92.664,90.558,SOFT,2.0,Q2
ALB,Williams,2022,Belgian Grand Prix,Spa-Francorchamps,6775.131165030146,19.0,0.0028043737511782,2.006999999999991,2.610999999999997,-0.3442500000000024,1.4550000000000054,0.05,0.0,0.05,0.5720000000000001,0.392,0.0,20.4,86.0,0,2,2.227636715963657,0.6316415379950423,-0.7537292817396346,300.0,2.0,Permanent-Fast,3,0.2914584752820047,0.4327163297751533,0.275825194942842,105.672,103.665,SOFT,2.0,Q3
ALB,Williams,2022,British Grand Prix,Silverstone,5729.156782444218,18.0,0.003141823602237,2.948999999999998,2.610999999999997,-0.3442500000000024,1.4550000000000054,1.65,1.5,0.15000000000000002,0.5820000000000001,0.392,0.0,20.4,88.0,0,2,0.9554129895418016,0.3567172503483611,-0.3511117846537936,140.0,2.0,Permanent-Fast,1,0.3161993769470405,0.40642449891259624,0.2773761241403632,102.078,99.129,INTERMEDIATE,4.0,Q1
ALB,Williams,2022,Canadian Grand Prix,Gilles Villeneuve,3927.405044134453,14.0,0.0035646947138566,5.5589999999999975,2.610999999999997,-0.3442500000000024,1.3024999999999949,1.75,1.5,0.25,0.524,0.444,0.0,17.8,66.0,0,1,-1.2360664087705144,-0.7429799002383637,0.15342335743024896,22.0,2.0,Permanent-Medium,2,0.29299546386055403,0.3225379354808999,0.3844666006585461,86.858,81.299,INTERMEDIATE,6.0,Q2
ALB,Williams,2022,Dutch Grand Prix,Zandvoort,4259.0,14.0,0.0032871566095327,1.3529999999999944,2.610999999999997,-0.3442500000000024,1.3024999999999949,0.05,0.0,0.05,0.02200000000000003,0.02200000000000003,0.0,38.9,31.0,0,1,-0.8327458519410066,-0.7429799002383637,-0.1777123552044761,2.0,2.0,Permanent-Medium,2,0.3432038496408397,0.3520189692447172,0.30477718111444313,71.695,70.342,SOFT,2.0,Q2
ALB,Williams,2022,French Grand Prix,Paul Ricard,5247.8799638259,15.0,0.0028582970844219,2.4350000000000023,2.610999999999997,-0.3442500000000024,1.4550000000000054,0.05,0.0,0.05,0.0,0.0,0.0,53.8,45.0,0,2,0.37003365538516214,-0.4680556125916825,-0.6893923813172924,40.0,3.0,Permanent-Fast,2,0.25036706785128665,0.30491817334176435,0.4447147588069491,93.307,90.872,SOFT,2.0,Q2
ALB,Williams,2022,Hungarian Grand Prix,Hungaroring,4122.248439558155,14.0,0.0033962048152295,1.8790000000000049,2.610999999999997,-0.3442500000000024,2.114999999999995,0.15000000000000002,0.0,0.15000000000000002,0.28700000000000003,0.19200000000000003,0.0,30.4,69.0,0,0,-0.9990774397082004,-0.7429799002383637,-0.04760497628108983,150.0,1.0,Permanent-Slow,1,0.35694458463712525,0.35886242051074996,0.2841929948521248,79.256,77.377,SOFT,4.0,Q1
ALB,Williams,2022,Japanese Grand Prix,Suzuka,5650.500064177964,18.0,0.0031855587639248,2.007000000000005,2.610999999999997,-0.3442500000000024,1.4550000000000054,0.05,0.0,0.05,0.30100000000000005,0.266,0.0,26.7,57.0,0,2,0.8597424407340858,0.3567172503483611,-0.29893057527368244,50.0,2.0,Permanent-Fast,1,0.35142534853413054,0.449420113677432,0.19915453778843728,91.311,89.304,SOFT,2.0,Q1
ALB,Williams,2022,Mexico City Grand Prix,Hermanos Rodriguez,4309.0,17.0,0.0039452309120445,3.083999999999989,2.610999999999997,-0.3442500000000024,1.3024999999999949,0.1,0.0,0.1,0.0,0.0,0.0,50.4,37.0,0,1,-0.7719306088718323,0.0817929627016799,0.6074479515566137,2240.0,2.0,Permanent-Medium,1,0.34582421251808704,0.39460047737419457,0.25957531010771834,80.859,77.775,SOFT,3.0,Q1
ALB,Williams,2022,Miami Grand Prix,Miami,5412.0,19.0,0.003510716925351,2.469999999999999,2.610999999999997,-0.3442500000000024,1.2149999999999892,0.05,0.0,0.05,0.0,0.0,0.0,51.9,38.0,1,1,0.5696536532341541,0.6316415379950423,0.08902148545382091,3.0,3.0,Street-Medium,1,0.33573291258519056,0.3814125742335591,0.28285451318125043,91.266,88.796,SOFT,2.0,Q1
ALB,Williams,2022,Monaco Grand Prix,Monaco,2982.89347053333,19.0,0.0063696542259026,2.2349999999999994,2.610999999999997,-0.3442500000000024,1.228500000000004,0.05,0.0,0.05,0.005,0.0,0.0,44.9,51.0,1,0,-2.3848804273745277,0.6316415379950423,3.5000710878223424,10.0,1.0,Street-Slow,1,0.2651505889065493,0.47177731589028815,0.26307209520316255,73.611,71.376,SOFT,2.0,Q1
ALB,Williams,2022,Saudi Arabian Grand Prix,Jeddah,6174.0,27.0,0.0043731778425655,2.2920000000000016,2.610999999999997,-0.3442500000000024,1.6589999999999918,0.15000000000000002,0.0,0.15000000000000002,0.31500000000000006,0.28,0.0,26.0,57.0,1,2,1.4964779576083713,2.8310358391684916,1.1180391446222482,15.0,3.0,Street-Fast,1,0.36651858727843345,0.3201940503027892,0.31328736241877736,90.492,88.2,SOFT,4.0,Q1
ALB,Williams,2022,Singapore Grand Prix,Marina Bay,4956.5492831458605,23.0,0.0046403250903221,7.572999999999993,2.610999999999997,-0.3442500000000024,1.228500000000004,1.55,1.5,0.05,0.401,0.24600000000000002,0.0,27.7,81.0,1,0,0.01568673220387009,1.731338688581767,1.436777339075894,10.0,1.0,Street-Slow,1,0.2606573492328076,0.39105868273710304,0.3482839680300893,116.985,109.412,INTERMEDIATE,2.0,Q1
ALB,Williams,2022,Spanish Grand Prix,Barcelona-Catalunya,4348.990357163425,16.0,0.003679014825509,2.894999999999996,2.610999999999997,-0.3442500000000024,1.3024999999999949,0.05,0.0,0.05,0.0,0.0,0.0,47.9,20.0,0,1,-0.7232901430454965,-0.1931313249450013,0.28982074233246696,110.0,1.0,Permanent-Medium,1,0.2764406883458877,0.3766060383367016,0.34695327331741077,81.645,78.75,SOFT,2.0,Q1
ALB,Williams,2022,São Paulo Grand Prix,Interlagos,4309.0,15.0,0.0034810860988628,0.75,2.610999999999997,-0.3442500000000024,1.3024999999999949,0.05,0.0,0.05,0.469,0.254,0.0,27.3,93.0,0,1,-0.7719306088718323,-0.4680556125916825,0.05366841251622112,800.0,2.0,Permanent-Medium,2,0.25716519384065556,0.5069871982800743,0.23584760787927012,71.631,70.881,SOFT,2.0,Q2
ALB,Williams,2022,United States Grand Prix,COTA,5337.916050454483,20.0,0.0037467805433727,2.0120000000000005,2.610999999999997,-0.3442500000000024,1.4550000000000054,0.05,0.0,0.05,0.09,0.09,0.0,35.5,37.0,0,2,0.4795449852514533,0.9065658256417235,0.37067324124127227,230.0,3.0,Permanent-Fast,2,0.26913498256682716,0.4034430516353976,0.3274219657977752,96.368,94.356,SOFT,2.0,Q2
ALB,Williams,2023,Abu Dhabi Grand Prix,Yas Marina,5333.449274375974,21.0,0.0039374144047628,0.8530000000000086,1.7445000000000022,-0.28624999999999545,1.3024999999999949,0.05,0.0,0.05,0.22900000000000004,0.15400000000000005,0.0,32.3,65.0,0,1,0.4741120237924506,1.1814901132884046,0.59812193588988,10.0,2.0,Permanent-Medium,2,0.2043346224109706,0.42989157512633747,0.36577380246269187,84.298,83.445,SOFT,2.0,Q2
ALB,Williams,2023,Australian Grand Prix,Albert Park,4843.53245567963,14.0,0.0028904523977295,0.8769999999999953,1.7445000000000022,-0.28624999999999545,1.2149999999999892,0.2,0.0,0.2,0.35200000000000004,0.342,0.0,22.9,52.0,1,1,-0.12177618446144439,-0.7429799002383637,-0.6510272976721347,31.0,2.0,Street-Medium,3,0.3473695061139816,0.22496102256181624,0.4276694713242021,77.609,76.732,SOFT,5.0,Q3
